ID,Name,Equipment,BodyPart,Target,Synergist,URL
3844,Band Assisted Pull Up (VERSION 3) (female),Band,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9037-band-assisted-pull-up-version-3-female.html
3845,Band straight back seated row (male),Band,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9038-band-straight-back-seated-row-male.html
3846,Spell Caster (female),Dumbbell,Waist,"Obliques, Rectus Abdominis","Deltoid Anterior, Latissimus Dorsi, Pectoralis Major Clavicular Head, Teres Major",https://www.gymvisual.com/illustrations/9039-spell-caster-female.html
3888,Dumbbell One Arm Snatch,Dumbbell,"Hips, Shoulders, Thighs","Deltoid Anterior, Erector Spinae, Gluteus Maximus, Quadriceps","Adductor Magnus, Deltoid Lateral, Gastrocnemius, Serratus Anterior, Soleus, Triceps Brachii",https://www.gymvisual.com/illustrations/9066-dumbbell-one-arm-snatch.html
3889,Frog Sit-up,Body weight,Waist,"Adductor Brevis, Adductor Longus, Iliopsoas, Pectineous, Rectus Abdominis","Adductor Magnus, Gracilis, Obliques",https://www.gymvisual.com/illustrations/9067-frog-sit-up.html
3890,Hanging Knees to Elbows,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius",https://www.gymvisual.com/illustrations/9068-hanging-knees-to-elbows.html
3891,Hanging Toes to Bar,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/9069-hanging-toes-to-bar.html
3892,Jump on Fit-Box (male),Body weight,Plyometrics,,,https://www.gymvisual.com/illustrations/9070-jump-on-fit-box-male.html
3893,Assault Bike Run,Leverage machine,Cardio,,,https://www.gymvisual.com/illustrations/9071-assault-bike-run.html
3894,Dumbbell Stiff Leg Deadlift (female),Dumbbell,Hips,"Erector Spinae, Gluteus Maximus",Hamstrings,https://www.gymvisual.com/illustrations/9073-dumbbell-stiff-leg-deadlift-female.html
3895,Reverse grip Pull-up (female),Body weight,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9074-reverse-grip-pull-up-female.html
3896,Band seated row (male),Band,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9075-band-seated-row-male.html
3897,Inverted Row with Straps (female),Suspension,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9076-inverted-row-with-straps-female.html
3898,Hammer Grip Pull-up on Dip Cage (female),Body weight,Back,Latissimus Dorsi,"Brachialis, Brachioradialis, Teres Major, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/9077-hammer-grip-pull-up-on-dip-cage-female.html
3899,Band Bent Over row (male),Band,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9078-band-bent-over-row-male.html
3900,Shoulder Grip Pull-up (female),Body weight,Back,Latissimus Dorsi,"Biceps Brachii, Brachialis, Brachioradialis, Deltoid Posterior, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/9079-shoulder-grip-pull-up-female.html
3901,Dumbbell Hammer Grip Incline Bench Two Arm Row (female),Dumbbell,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9080-dumbbell-hammer-grip-incline-bench-two-arm-row-female.html
3902,Kettlebell Deadlift (female),Kettlebell,"Hips, Thighs","Erector Spinae, Gluteus Maximus, Quadriceps","Adductor Magnus, Hamstrings, Soleus",https://www.gymvisual.com/illustrations/9081-kettlebell-deadlift-female.html
3903,Resistance Band One Leg Kickback (Bent Position) (male),Resistance Band,Hips,Gluteus Maximus,Hamstrings,https://www.gymvisual.com/illustrations/9082-resistance-band-one-leg-kickback-bent-position-male.html
3904,Pike Press (between benches),Body weight,Shoulders,Deltoid Anterior,"Biceps Brachii, Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/9083-pike-press-between-benches.html
3910,Weighted Push-up with Vest,Weighted,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/9100-weighted-push-up-with-vest.html
3911,Dumbbell Low Fly,Dumbbell,Chest,Pectoralis Major Clavicular Head,"Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/9101-dumbbell-low-fly.html
3912,Cable Bent-Over One Arm Lateral Raise,Cable,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Major, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/9102-cable-bent-over-one-arm-lateral-raise.html
3913,Dumbbell One Arm Front Raise,Dumbbell,Shoulders,Deltoid Anterior,"Deltoid Lateral, Pectoralis Major Clavicular Head, Serratus Anterior",https://www.gymvisual.com/illustrations/9103-dumbbell-one-arm-front-raise.html
3917,Barbell Reverse-Grip Floor Press,Barbell,Upper Arms,Triceps Brachii,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head",https://www.gymvisual.com/illustrations/9118-barbell-reverse-grip-floor-press.html
3918,Landmine Single Leg Landmine RDL,Leverage machine,Hips,"Erector Spinae, Gluteus Maximus",Hamstrings,https://www.gymvisual.com/illustrations/9119-landmine-single-leg-landmine-rdl.html
3919,Landmine Rear Lunge,Leverage machine,"Hips, Thighs","Gluteus Maximus, Quadriceps","Adductor Magnus, Soleus",https://www.gymvisual.com/illustrations/9120-landmine-rear-lunge.html
3920,Cable Triceps Pushdown on Floor,Cable,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/9121-cable-triceps-pushdown-on-floor.html
3921,Landmine Kneeling Squeeze Press,Leverage machine,Chest,Pectoralis Major Clavicular Head,"Deltoid Anterior, Pectoralis Major Sternal Head, Triceps Brachii",https://www.gymvisual.com/illustrations/9122-landmine-kneeling-squeeze-press.html
3922,Side Push-up with Towel,Body weight,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/9123-side-push-up-with-towel.html
3923,Landmine Floor One Arm Chest Fly,Leverage machine,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/9124-landmine-floor-one-arm-chest-fly.html
3924,Floor Fly with Towel,Body weight,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Biceps Brachii, Deltoid Anterior",https://www.gymvisual.com/illustrations/9125-floor-fly-with-towels.html
3925,Cable Seated Floor One Arm Concentration Curl,Cable,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/9126-cable-seated-floor-one-arm-concentration-curl.html
3937,Scapula Dips (female),Body weight,Back,Levator Scapulae,"Serratus Anterior, Trapezius Upper Fibers",https://www.gymvisual.com/illustrations/9177-scapula-dips-female.html
3938,Dumbbell Incline Shrug (female),Dumbbell,Back,Trapezius Upper Fibers ,Levator Scapulae,https://www.gymvisual.com/illustrations/9178-dumbbell-incline-shrug-female.html
3939,Band overhead triceps extension (male),Band,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/9179-band-overhead-triceps-extension-male.html
3940,Dumbbell Lying Alternate Extension (female),Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/9180-dumbbell-lying-alternate-extension-female.html
3941,Dumbbell Pronate-grip Triceps Extension (female),Dumbbell,Upper Arms,Triceps Brachii,,https://www.gymvisual.com/illustrations/9181-dumbbell-pronate-grip-triceps-extension-female.html
3943,Cable Seated Rear Delt Fly with Chest Support,Cable,Shoulders,Deltoid Posterior ,"Deltoid Lateral, Infraspinatus, Teres Minor, Trapezius Lower Fibers, Trapezius Middle Fibers",https://www.gymvisual.com/illustrations/9190-cable-seated-rear-delt-fly-with-chest-support.html
3944,Seated Alternate Crunch,Body weight,"Hips, Waist","Iliopsoas, Rectus Abdominis","Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/9191-seated-alternate-crunch.html
3945,Smith Single Arm Bent-Over Row,Smith machine,Back,"Infraspinatus, Latissimus Dorsi, Teres Major, Teres Minor , Trapezius Lower Fibers, Trapezius Middle Fibers","Brachialis, Brachioradialis, Deltoid Posterior",https://www.gymvisual.com/illustrations/9192-smith-single-arm-bent-over-row.html
3946,Dumbbell Seated Upright Alternate Squeeze Press,Dumbbell,Chest,"Deltoid Anterior, Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Lateral, Serratus Anterior, Triceps Brachii",https://www.gymvisual.com/illustrations/9193-dumbbell-seated-upright-alternate-squeeze-press.html
3961,Forward to Side to Rear Lunge (female),Body weight,"Hips, Thighs","Gluteus Maximus, Gluteus Medius, Quadriceps","Adductor Brevis, Adductor Longus, Adductor Magnus, Gracilis, Pectineous, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/9215-forward-to-side-to-rear-lunge-female.html
3962,Seated Flutter Kick,Body weight,Waist,"Iliopsoas, Rectus Abdominis","Obliques, Quadriceps, Sartorius, Tensor Fasciae Latae",https://www.gymvisual.com/illustrations/9194-seated-flutter-kick.html
3963,Dumbbell Single Spider Curl with Chest Support,Dumbbell,Upper Arms,Biceps Brachii,"Brachialis, Brachioradialis",https://www.gymvisual.com/illustrations/9195-dumbbell-single-spider-curl-with-chest-support.html
3964,Twist Push-up,Body weight,Chest,"Pectoralis Major Clavicular Head, Pectoralis Major Sternal Head","Deltoid Anterior, Obliques, Triceps Brachii",https://www.gymvisual.com/illustrations/9196-twist-push-up.html
